item_objectid,metadata,category,image
PmCDW8yBBl,"{'type': 'Handbag', 'brand': 'Zig Zag', 'color': ['Brown', 'Multicolored'], 'condition': 'Normal', 'demography': 'Women', 'measurement': {'depthInCm': 1, 'widthInCm': 37, 'heightInCm': 36}}",Accessories > Bags,https://prod.files.sellpy.net/photoRobot-case-maupin/PmCDW8yBBl-9430-0.jpg
PMhB24Asga,"{'size': 'WMN-INT-M', 'type': 'Top', 'brand': 'Gina Tricot', 'color': ['Blue', 'Multicolored'], 'pattern': 'Paisley', 'material': ['Polyester'], 'neckline': 'Boat neck', 'condition': 'Very good', 'demography': 'Women', 'sleeveLength': 'Three-quarter sleeve'}",Clothing > Tops,https://prod.files.sellpy.net/photoRobot-standard-ostlicht-g-3/PMhB24Asga-3abb-0.jpg
pMnsEibWBv,"{'type': 'Wallet', 'brand': 'Vera Pelle', 'color': ['Orange'], 'pattern': 'Monochrome', 'condition': 'Good', 'demography': 'Women'}",Accessories > Wallets & Card holders,https://prod.files.sellpy.net/photoRobot-fixed-limpar-g-5/pMnsEibWBv-b009-0-timed-sequence.jpg
PmQZ3Yjz5v,"{'size': 'CHILD-CM-74', 'type': 'Leggings', 'brand': 'H&M', 'color': ['Beige', 'Multicolored'], 'pattern': 'Floral', 'material': ['Elastane', 'Cotton'], 'condition': 'Good', 'productId': '0911564', 'demography': 'Girls'}",Clothing > Underwear > Leggings,https://prod.files.sellpy.net/photoRobot-fixed-polka-g-1/PmQZ3Yjz5v-0109-0-timed-sequence.jpg
pmsGaLa747,"{'size': 'WMN-INT-M', 'type': 'Pants', 'color': ['Black'], 'pattern': 'Monochrome', 'material': ['Polyester', 'Cotton', 'Elastane'], 'condition': 'Very good', 'demography': 'Women', 'measurement': {'waistInCm': 72}}",Clothing > Pants & Jeans > Pants,https://prod.files.sellpy.net/photoRobot-hanging-graf-g-4/pmsGaLa747-c010-0.jpg
Pn5vHk2OJz,"{'size': 'WMN-EU-38', 'type': 'Dress', 'brand': 'Bondelid', 'color': ['Multicolored'], 'pattern': 'Other', 'material': ['Polyester'], 'neckline': 'V-neck', 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Three-quarter sleeve', 'garmentLength': 'Midi'}",Clothing > Dresses > Dresses,https://prod.files.sellpy.net/photoRobot-standard-fait-g-1/Pn5vHk2OJz-3dd1-0.jpg
pNeh8DOIwK,"{'size': 'WMN-EU-36', 'type': 'Shirt dress', 'brand': 'Gina Tricot', 'color': ['Blue', 'Black'], 'pattern': 'Other', 'material': ['Polyester'], 'neckline': 'V-neck', 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Short sleeves', 'garmentLength': 'Mini'}",Clothing > Dresses > Dresses,https://prod.files.sellpy.net/photoRobot-standard-atlas-g-2/pNeh8DOIwK-420a-0.jpg
PNKaxuZZ9W,"{'size': 'WMN-EU-38', 'type': 'Jeans', 'brand': 'H&M', 'color': ['Black'], 'defects': [{'id': '1897023848', 'type': 'Broken', 'location': 'Belt loop(s)'}], 'pattern': 'Monochrome', 'material': ['Cotton', 'Elastane'], 'condition': 'Good', 'demography': 'Women', 'measurement': {'waistInCm': 76}}",Clothing > Pants & Jeans > Jeans,https://prod.files.sellpy.net/photoRobot-hanging-federer-g-4/PNKaxuZZ9W-f880-0.jpg
pnqAEMNSM6,"{'size': 'CHILD-CM-122/128', 'type': 'Hoodie', 'brand': 'H&M', 'color': ['Blue'], 'pattern': 'Other', 'material': ['Cotton', 'Polyester', 'Elastane'], 'condition': 'Good', 'productId': '0672096', 'variantId': '0672096007009', 'demography': 'Boys', 'sleeveLength': 'Long sleeves'}",Clothing > Sweaters & Cardigans > Hoodies & Sweatshirts,https://prod.files.sellpy.net/photoRobot-standard-bubka-g-4/pnqAEMNSM6-4efb-0.jpg
pnrxT3pJSO,"{'size': 'WMN-EU-40', 'type': 'Cardigan', 'brand': 'Marmalade', 'color': ['Red'], 'pattern': 'Monochrome', 'material': ['Elastane', 'Cotton'], 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Long sleeves'}",Clothing > Sweaters & Cardigans > Cardigans,https://prod.files.sellpy.net/photoRobot-standard-borden-g-3/pnrxT3pJSO-c489-0.jpg
pNtm4vHFeP,"{'size': 'CHILD-CM-110', 'type': 'Snow pants', 'brand': 'Polarn O. Pyret', 'color': ['Black'], 'defects': [{'id': '4528079785', 'type': 'Stains', 'location': 'Front'}, {'id': '2170381376', 'type': 'Stains', 'location': 'Crotch'}, {'id': '1339480568', 'type': 'Stains', 'location': 'Back'}, {'id': '2793884983', 'type': 'Worn', 'location': 'Ankles'}], 'pattern': 'Monochrome', 'condition': 'Acceptable', 'demography': 'Unisex (Kids)'}",Clothing > Pants & Jeans > Outerwear,https://prod.files.sellpy.net/photoRobot-hanging-pace/pNtm4vHFeP-926e-0.jpg
PNYpYIDh1w,"{'type': 'Bracelet', 'color': ['Black'], 'defects': [{'id': '1579770568', 'type': 'Stains', 'location': 'Surface'}], 'material': ['Unknown metal'], 'condition': 'Acceptable', 'demography': 'Women', 'measurement': {'lengthInCm': 21}}",Accessories > Jewelry > Bracelets,https://prod.files.sellpy.net/photoRobot-manual-noble-g-2/PNYpYIDh1w-3cf2-single.jpg
pNZXjOHVtW,"{'size': 'WMN-INT-S', 'type': 'Palazzo pants', 'brand': 'Second Female', 'color': ['Black'], 'pattern': 'Monochrome', 'condition': 'Good', 'demography': 'Women', 'measurement': {'waistInCm': 84}}",Clothing > Pants & Jeans > Pants,https://prod.files.sellpy.net/photoRobot-hanging-open-g-2/pNZXjOHVtW-a3e4-0.jpg
Po1sBvVPS1,"{'size': 'WMN-INT-XS', 'type': 'T-shirt', 'brand': 'Levi Strauss & Co', 'color': ['Black'], 'pattern': 'Other', 'neckline': 'Round neck', 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Short sleeves'}",Clothing > T-shirts & Tank tops > Short-sleeved,https://prod.files.sellpy.net/photoRobot-standard-yossi-g-3/Po1sBvVPS1-e3ee-0.jpg
pO5oNcSkiM,"{'size': 'WMN-INT-XL', 'type': 'Dress', 'brand': 'Miel', 'color': ['Pink'], 'defects': [{'id': '3206441656', 'type': 'Stains', 'location': 'Front'}, {'id': '5034602373', 'type': 'Washed out'}], 'pattern': 'Monochrome', 'material': ['Cotton', 'Nylon'], 'condition': 'Acceptable', 'demography': 'Women', 'garmentLength': 'Midi'}",Clothing > Dresses > Dresses,https://prod.files.sellpy.net/photoRobot-standard-atlas-g-2/pO5oNcSkiM-b0a5-0.jpg
PO7NK01gjZ,"{'size': 'WMN-EU-36', 'type': 'Dress', 'brand': 'Moments', 'color': ['Pink', 'Multicolored'], 'pattern': 'Floral', 'material': ['Polyester'], 'neckline': 'Round neck', 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Short sleeves', 'garmentLength': 'Midi'}",Clothing > Dresses > Dresses,https://prod.files.sellpy.net/photoRobot-standard-borden-g-3/PO7NK01gjZ-e1aa-0.jpg
POA6b7vxLb,"{'size': 'SHOES-EU-39', 'type': 'Low rubber boots', 'color': ['Blue'], 'defects': [{'id': '1364805731', 'type': 'Worn', 'location': 'Surface'}, {'id': '2168453946', 'type': 'Dusty'}], 'condition': 'Acceptable', 'demography': 'Women'}",Shoes > Boots,https://prod.files.sellpy.net/photoRobot-case-zidane-g-4/POA6b7vxLb-f19c-0.jpg
PoBfx8Qq4h,"{'size': 'PANTS-INCH-26', 'type': 'Jeans', 'brand': 'Lee', 'color': ['Gray'], 'defects': [{'id': '5095036275', 'type': 'Washed out'}], 'pattern': 'Monochrome', 'material': ['Cotton'], 'pantsFit': 'Skinny', 'condition': 'Acceptable', 'waistRise': 'Medium', 'demography': 'Women', 'measurement': {'waistInCm': 72}, 'pantsLength': '33'}",Clothing > Pants & Jeans > Jeans,https://prod.files.sellpy.net/photoRobot-hanging-benrubi-g-3/PoBfx8Qq4h-4e0a-0.jpg
POeJ9Te6dI,"{'size': 'WMN-INT-S', 'type': 'Tank Top', 'brand': 'H&M Basic', 'color': ['Pink'], 'fabric': 'Ribbed knit', 'pattern': 'Monochrome', 'material': ['Cotton', 'Elastane'], 'neckline': 'Round neck', 'condition': 'Good', 'productId': '0882925', 'variantId': '0882925023003', 'demography': 'Women', 'sleeveLength': 'Sleeveless'}",Clothing > T-shirts & Tank tops > Short-sleeved,https://prod.files.sellpy.net/photoRobot-standard-senna-g-4/POeJ9Te6dI-3feb-0.jpg
pOkiGYg3Cr,"{'size': 'WMN-EU-40', 'type': 'Top', 'brand': 'Gina Tricot', 'color': ['Black'], 'pattern': 'Monochrome', 'material': ['Polyester', 'Polyamide'], 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Short sleeves'}",Clothing > Tops,https://prod.files.sellpy.net/photoRobot-standard-fotohof-g-1/pOkiGYg3Cr-c154-0.jpg
POtnp0e1B4,"{'size': 'WMN-INT-S', 'type': 'Blouse', 'brand': 'Bik Bok', 'color': ['Black'], 'pattern': 'Monochrome', 'neckline': 'V-neck', 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Long sleeves'}",Clothing > Shirts & Blouses > Blouses,https://prod.files.sellpy.net/photoRobot-standard-ostlicht-g-3/POtnp0e1B4-0cb6-0.jpg
pOZ664mJE9,"{'size': 'PANTS-INCH-33', 'type': 'Pants', 'brand': 'Tommy Hilfiger', 'color': ['Yellow'], 'pattern': 'Monochrome', 'condition': 'Good', 'demography': 'Men', 'measurement': {'waistInCm': 86}, 'pantsLength': '32'}",Clothing > Pants & Jeans > Pants,https://prod.files.sellpy.net/photoRobot-hanging-vonn-g-4/pOZ664mJE9-ba0b-0.jpg
PP6PCcJSB2,"{'size': 'MEN-INT-M', 'type': 'Hoodie', 'brand': 'ChArmkpR', 'color': ['Blue', 'Yellow'], 'fabric': 'Corduroy', 'pattern': 'Other', 'material': ['Nylon', 'Polyester'], 'condition': 'Good', 'demography': 'Unisex (Adults)', 'sleeveLength': 'Long sleeves'}",Clothing > Sweaters & Cardigans > Hoodies & Sweatshirts,https://prod.files.sellpy.net/photoRobot-standard-huis-g-1/PP6PCcJSB2-67ea-0.jpg
ppCkyAwqbI,"{'size': 'WMN-INT-S', 'type': 'Long sleeve T-shirt', 'brand': 'Divided by H&M', 'color': ['Gray'], 'pattern': 'Monochrome', 'material': ['Polyester', 'Viscose'], 'neckline': 'Round neck', 'condition': 'Very good', 'productId': '0323215', 'demography': 'Women', 'sleeveLength': 'Long sleeves'}",Clothing > T-shirts & Tank tops > Long-sleeved,https://prod.files.sellpy.net/photoRobot-standard-senna-g-4/ppCkyAwqbI-6902-0.jpg
ppEwyyoxJj,"{'size': 'WMN-INT-S', 'type': 'Tank Top', 'brand': 'NLY Trend', 'color': ['Black'], 'pattern': 'Monochrome', 'material': ['Polyester', 'Elastane'], 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Sleeveless'}",Clothing > T-shirts & Tank tops > Short-sleeved,https://prod.files.sellpy.net/photoRobot-standard-borden-g-3/ppEwyyoxJj-87eb-0.jpg
ppH8EFY0a5,"{'size': 'WMN-INT-S', 'type': 'Palazzo pants', 'brand': 'Bershka', 'color': ['Black'], 'pattern': 'Monochrome', 'condition': 'Good', 'demography': 'Women', 'measurement': {'waistInCm': 70}}",Clothing > Pants & Jeans > Pants,https://prod.files.sellpy.net/photoRobot-hanging-federer-g-4/ppH8EFY0a5-7426-0.jpg
pPjWceZ45o,"{'size': 'WMN-INT-S', 'type': 'Jeans', 'brand': 'PrettyLittleThing', 'color': ['Blue'], 'pattern': 'Monochrome', 'material': ['Polyester', 'Cotton'], 'condition': 'Good', 'demography': 'Women', 'measurement': {'waistInCm': 82}}",Clothing > Pants & Jeans > Jeans,https://prod.files.sellpy.net/photoRobot-hanging-westlicht-g-3/pPjWceZ45o-d042-0.jpg
pPU85jWkxH,"{'size': 'WMN-EU-40', 'type': 'Jeans', 'brand': 'Carin Wester', 'color': ['Blue'], 'pattern': 'Monochrome', 'material': ['Elastane', 'Cotton'], 'condition': 'Very good', 'demography': 'Women', 'measurement': {'waistInCm': 72}}",Clothing > Pants & Jeans > Jeans,https://prod.files.sellpy.net/photoRobot-hanging-westlicht-g-3/pPU85jWkxH-7970-0.jpg
ppVYmztFbb,"{'size': 'WMN-INT-M', 'type': 'T-shirt', 'brand': 'Monki', 'color': ['Green'], 'defects': [{'id': '3671838148', 'type': 'Stains', 'location': 'Armpit(s)'}], 'pattern': 'Monochrome', 'material': ['Polyester', 'Modal'], 'neckline': 'Round neck', 'condition': 'Good', 'productId': '0462965', 'variantId': '0462965111004', 'demography': 'Women', 'sleeveLength': 'Short sleeves'}",Clothing > T-shirts & Tank tops > Short-sleeved,https://prod.files.sellpy.net/photoRobot-standard-atlas-g-2/ppVYmztFbb-3511-0.jpg
PPxLv6A0GH,"{'size': 'WMN-INT-S', 'type': 'Pants', 'brand': 'Carin Wester', 'color': ['Gray'], 'pattern': 'Monochrome', 'material': ['Polyester', 'Viscose'], 'condition': 'Very good', 'demography': 'Women', 'measurement': {'waistInCm': 88}}",Clothing > Pants & Jeans > Pants,https://prod.files.sellpy.net/photoRobot-hanging-federer-g-4/PPxLv6A0GH-d5e9-0.jpg
PQ8D0vARAq,"{'size': 'WMN-INT-L', 'type': 'Dress', 'brand': 'H&M', 'color': ['Black'], 'defects': [{'id': '4033454165', 'type': 'Pilling', 'location': 'Whole item'}], 'pattern': 'Monochrome', 'material': ['Acrylic', 'Polyamide', 'Polyester', 'Elastane'], 'neckline': 'Round neck', 'condition': 'Good', 'productId': '0693748', 'variantId': '0693748001005', 'demography': 'Women', 'sleeveLength': 'Long sleeves', 'garmentLength': 'Midi'}",Clothing > Dresses > Dresses,https://prod.files.sellpy.net/photoRobot-standard-calvaire-g-3/PQ8D0vARAq-49c6-0.jpg
PqAmkMa39e,"{'size': 'WMN-EU-28', 'type': 'Jeans', 'brand': 'Levi Strauss & Co', 'color': ['Blue'], 'defects': [{'id': '2786270538', 'type': 'Misshapen', 'location': 'Hem'}], 'pattern': 'Monochrome', 'material': ['Cotton'], 'pantsFit': 'Slim', 'condition': 'Acceptable', 'waistRise': 'Medium', 'demography': 'Women', 'measurement': {'waistInCm': 72}}",Clothing > Pants & Jeans > Jeans,https://prod.files.sellpy.net/photoRobot-hanging-photology-g-1/PqAmkMa39e-6dfe-0.jpg
Pqde8cG243,"{'size': 'WMN-INT-XXS', 'type': 'Sweater', 'brand': 'Gina Tricot', 'color': ['Beige'], 'fabric': 'Ribbed knit', 'pattern': 'Monochrome', 'material': ['Elastane', 'Viscose', 'Polyester'], 'neckline': 'Round neck', 'condition': 'Very good', 'demography': 'Women', 'sleeveLength': 'Long sleeves'}",Clothing > Sweaters & Cardigans > Sweaters,https://prod.files.sellpy.net/photoRobot-standard-blau-g-1/Pqde8cG243-8c65-0.jpg
pqeiPvuI0W,"{'size': 'WMN-INT-L', 'type': 'Top', 'brand': 'Holly & Whyte by Lindex', 'color': ['Pink'], 'pattern': 'Monochrome', 'material': ['Cotton', 'Elastane'], 'neckline': 'V-neck', 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Short sleeves'}",Clothing > Tops,https://prod.files.sellpy.net/photoRobot-standard-sadie-g-7/pqeiPvuI0W-8c07-0.jpg
pQlabXyhlH,"{'size': 'CHILD-CM-152', 'type': 'Blazer', 'brand': 'H&M', 'color': ['Blue'], 'material': ['Viscose', 'Polyester'], 'condition': 'Good', 'productId': '0630542', 'demography': 'Boys', 'sleeveLength': 'Long sleeves'}",Clothing > Blazers & Suits > Blazers,https://prod.files.sellpy.net/photoRobot-standard-ostlicht-g-3/pQlabXyhlH-f1e1-0.jpg
pQnJXhRidK,"{'size': 'WMN-INT-M', 'type': 'Jeans', 'brand': 'Ganni', 'color': ['Blue'], 'pattern': 'Monochrome', 'material': ['Elastane', 'Polyester', 'Cotton'], 'pantsFit': 'Slim', 'condition': 'Good', 'waistRise': 'Medium', 'demography': 'Women', 'measurement': {'waistInCm': 74}, 'sizeEstimated': True}",Clothing > Pants & Jeans > Jeans,https://prod.files.sellpy.net/photoRobot-hanging-open-g-2/pQnJXhRidK-fd64-0.jpg
PqXapXw1BL,"{'size': 'WMN-INT-M', 'type': 'Sweatpants', 'brand': 'Nike', 'color': ['Gray'], 'defects': [{'id': '2084973369', 'type': 'Pilling', 'location': 'Whole item'}], 'pattern': 'Print', 'material': ['Cotton', 'Polyester'], 'condition': 'Acceptable', 'demography': 'Women'}",Clothing > Pants & Jeans > Pants,https://prod.files.sellpy.net/photoRobot-hanging-vonn-g-4/PqXapXw1BL-6fd8-0.jpg
pR00iGfUli,"{'size': 'CHILD-CM-74', 'type': 'UV clothing', 'brand': 'Name It', 'color': ['Multicolored'], 'defects': [{'id': '3274700290', 'type': 'Washed out'}], 'pattern': 'Other', 'condition': 'Acceptable', 'demography': 'Unisex (Kids)'}",Clothing > Swimwear > UV protection,https://prod.files.sellpy.net/photoRobot-fixed-morat-g-3/pR00iGfUli-69c7-0-timed-sequence.jpg
pr4kGlMUXC,"{'size': 'CHILD-CM-50', 'type': 'Body', 'brand': 'Newbie By Kappahl', 'color': ['White'], 'defects': [{'id': '4778412387', 'type': 'Stain', 'location': 'Collar/neckline'}], 'pattern': 'Print', 'material': ['Cotton'], 'condition': 'Acceptable', 'demography': 'Girls'}",Clothing > Jumpsuits & Sets > Jumpsuits,https://prod.files.sellpy.net/photoRobot-fixed-marian-g-6/pr4kGlMUXC-a3c9-0-timed-sequence.jpg
PRACN7pZqv,"{'size': 'WMN-INT-M', 'type': 'Top', 'brand': 'A.P.C', 'color': ['Blue'], 'fabric': 'Fine knit', 'pattern': 'Monochrome', 'material': ['Linen', 'Viscose', 'Elastane'], 'neckline': 'Round neck', 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Short sleeves'}",Clothing > Tops,https://prod.files.sellpy.net/photoRobot-standard-seger-g-4/PRACN7pZqv-15d3-0.jpg
prbVmEDAhK,"{'size': 'WMN-INT-M', 'type': 'Dress', 'brand': 'H&M', 'color': ['Black'], 'pattern': 'Monochrome', 'material': ['Elastane', 'Polyester'], 'neckline': 'V-neck', 'condition': 'Very good', 'productId': '0927911', 'demography': 'Women', 'sleeveLength': 'Sleeveless', 'garmentLength': 'Midi'}",Clothing > Dresses > Dresses,https://prod.files.sellpy.net/photoRobot-standard-staley-g-2/prbVmEDAhK-e459-0.jpg
pRCQHosCFr,"{'size': 'WMN-INT-S', 'type': 'Bralette', 'color': ['Gray'], 'fabric': 'Lace', 'defects': [{'id': '1195750655', 'type': 'Stains', 'location': 'Inside'}], 'pattern': 'Floral', 'condition': 'Acceptable', 'demography': 'Women', 'sizeEstimated': True}",Clothing > Underwear > Bras,https://prod.files.sellpy.net/photoRobot-fixed-polka-g-1/pRCQHosCFr-261d-0-timed-sequence.jpg
pRIrw6e3KZ,"{'size': 'WMN-INT-XS', 'type': 'Crop top', 'brand': 'Cotton On', 'color': ['Pink'], 'fabric': 'Chunky knit', 'pattern': 'Monochrome', 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Sleeveless'}",Clothing > Tops,https://prod.files.sellpy.net/photoRobot-standard-huis-g-1/pRIrw6e3KZ-8463-0.jpg
PRnbIgeA55,"{'size': 'WMN-INT-XS', 'type': 'Dress', 'brand': 'Filippa K', 'color': ['Black'], 'pattern': 'Monochrome', 'material': ['Viscose'], 'neckline': 'V-neck', 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Long sleeves', 'garmentLength': 'Mini'}",Clothing > Dresses > Dresses,https://prod.files.sellpy.net/photoRobot-standard-dee/PRnbIgeA55-eff9-0.jpg
pRNMcsdxTs,"{'size': 'CHILD-CM-146', 'type': 'Dress', 'brand': 'Polo Ralph Lauren', 'color': ['Green', 'Black', 'Multicolored'], 'defects': [{'id': '2270858018', 'type': 'Dirty', 'location': 'Chest'}], 'pattern': 'Checked', 'material': ['Wool', 'Modal', 'Cotton', 'Polyester'], 'neckline': 'V-neck', 'condition': 'Good', 'demography': 'Girls', 'sleeveLength': 'Sleeveless'}",Clothing > Dresses > Dresses,https://prod.files.sellpy.net/photoRobot-standard-Enterprise/pRNMcsdxTs-f773-0.jpg
pRSDOFr0P6,"{'size': 'WMN-INT-S', 'type': 'Dress', 'brand': 'Filippa K', 'color': ['Black'], 'defects': [{'id': '4228639028', 'type': 'Stained', 'location': 'Whole item'}], 'pattern': 'Monochrome', 'material': ['Polyester', 'Acetate'], 'neckline': 'V-neck', 'condition': 'Acceptable', 'demography': 'Women', 'sleeveLength': 'Short sleeves', 'garmentLength': 'Midi'}",Clothing > Dresses > Dresses,https://prod.files.sellpy.net/photoRobot-standard-borden-g-3/pRSDOFr0P6-f9c1-0.jpg
PRVlsEeQW2,"{'size': 'WMN-EU-36', 'type': 'Dress', 'brand': 'Conscious &Denim by H&M', 'color': ['Black', 'Multicolored'], 'pattern': 'Floral', 'material': ['Polyester'], 'neckline': 'Squared neck', 'condition': 'Good', 'productId': '0402664', 'demography': 'Women', 'sleeveLength': 'Sleeveless', 'garmentLength': 'Midi'}",Clothing > Dresses > Dresses,https://prod.files.sellpy.net/photoRobot-standard-jordan-g-4/PRVlsEeQW2-9042-0.jpg
PrY4DLsH6n,"{'size': 'WMN-EU-32', 'type': 'Blazer', 'brand': 'Gina Tricot', 'color': ['Blue'], 'pattern': 'Monochrome', 'material': ['Viscose', 'Polyester'], 'condition': 'Good', 'demography': 'Women', 'measurement': {'sleeveLengthInCm': 62, 'shoulderWidthInCm': 42}}",Clothing > Blazers & Suits > Blazers,https://prod.files.sellpy.net/photoRobot-standard-felix-g-4/PrY4DLsH6n-f487-0.jpg
PsFPapfMA1,"{'size': 'WMN-INT-S', 'type': 'Top', 'brand': 'Daisy Grace', 'color': ['White', 'Black'], 'pattern': 'Striped', 'material': ['Polyester'], 'neckline': 'Round neck', 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Short sleeves'}",Clothing > Tops,https://prod.files.sellpy.net/photoRobot-standard-calvaire-g-3/PsFPapfMA1-363c-0.jpg
psMsAtt0vI,"{'size': 'SHOES-EU-30', 'type': 'Sandals', 'brand': 'Teva', 'color': ['Red'], 'condition': 'Good', 'demography': 'Girls'}",Shoes > Sandals,https://prod.files.sellpy.net/photoRobot-case-zidane-g-4/psMsAtt0vI-058d-0.jpg
pSn9ntfDrX,"{'size': 'WMN-EU-34', 'type': 'Skirt', 'brand': 'Noa Noa', 'color': ['Gray'], 'fabric': 'Linen', 'pattern': 'Monochrome', 'material': ['Linen'], 'condition': 'Very good', 'demography': 'Women', 'measurement': {'waistInCm': 72}, 'garmentLength': 'Midi'}",Clothing > Skirts,https://prod.files.sellpy.net/photoRobot-hanging-space/pSn9ntfDrX-c7cf-0.jpg
PsrIJMRFcz,"{'type': 'Game controller', 'extra': '4pcs', 'condition': 'Good', 'consoleType': 'PlayStation'}",Media & Gaming > Video & Computer Games > Accessories,https://prod.files.sellpy.net/photoRobot-manual-sels-g-1/PsrIJMRFcz-8c94-single.jpg
psTPipyyLh,"{'size': 'MEN-EU-42', 'type': 'Snow pants', 'brand': 'Five Seasons', 'color': ['Gray'], 'defects': [{'id': '2709450101', 'type': 'Stains', 'location': 'Back'}, {'id': '4386918970', 'type': 'Stains', 'location': 'Front'}], 'pattern': 'Monochrome', 'material': ['Polyester', 'Nylon'], 'condition': 'Acceptable', 'demography': 'Men', 'measurement': {'waistInCm': 76}}",Clothing > Pants & Jeans > Outerwear,https://prod.files.sellpy.net/photoRobot-hanging-graf-g-4/psTPipyyLh-373c-0.jpg
PsX0IYCBW4,"{'size': 'WMN-EU-34', 'type': 'Blouse', 'brand': 'STOCKH LM', 'color': ['Green'], 'pattern': 'Monochrome', 'condition': 'Good', 'demography': 'Women'}",Clothing > Shirts & Blouses > Blouses,https://prod.files.sellpy.net/photoRobot-standard-borden-g-3/PsX0IYCBW4-d77f-0.jpg
psxWl7PX6A,"{'size': 'SHOES-EU-41', 'type': 'Wedges', 'brand': 'Hush Puppies', 'color': ['Black', 'Multicolored'], 'extra': '41/42 size', 'defects': [{'id': '5039005427', 'type': 'Dirty', 'location': 'Inside'}], 'material': ['Leather'], 'condition': 'Good', 'demography': 'Women', 'sizeEstimated': True}",Shoes > Heels,https://prod.files.sellpy.net/photoRobot-case-pixhouse-g-3/psxWl7PX6A-b34b-0.jpg
PT0C0PvRHG,"{'size': 'CHILD-CM-134/140', 'type': 'Leggings', 'brand': 'Polarn O. Pyret', 'color': ['Turquoise'], 'pattern': 'Monochrome', 'material': ['Organic cotton', 'Elastane'], 'condition': 'Good', 'demography': 'Girls'}",Clothing > Underwear > Leggings,https://prod.files.sellpy.net/photoRobot-hanging-vonn-g-4/PT0C0PvRHG-0b22-0.jpg
Pt2jZafigJ,"{'size': 'WMN-EU-38', 'type': 'Blouse', 'brand': 'Åhléns', 'color': ['Black'], 'pattern': 'Monochrome', 'material': ['Polyester'], 'neckline': 'V-neck', 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Long sleeves'}",Clothing > Shirts & Blouses > Blouses,https://prod.files.sellpy.net/photoRobot-standard-monroe-g-2/Pt2jZafigJ-2695-0.jpg
PTHN34cj6C,"{'size': 'WMN-INT-M', 'type': 'Sweater', 'brand': 'Holly & Whyte by Lindex', 'color': ['Pink'], 'pattern': 'Monochrome', 'material': ['Polyester', 'Viscose'], 'neckline': 'Round neck', 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Long sleeves'}",Clothing > Sweaters & Cardigans > Sweaters,https://prod.files.sellpy.net/photoRobot-standard-brucie-g-6/PTHN34cj6C-662d-0.jpg
pTKqbZgudt,"{'size': 'CHILD-CM-140', 'type': 'Polo shirt', 'brand': 'Tommy Hilfiger', 'color': ['Red'], 'defects': [{'id': '3883194292', 'type': 'Washed out'}], 'material': ['Elastane', 'Cotton'], 'condition': 'Good', 'demography': 'Boys', 'sleeveLength': 'Short sleeves'}",Clothing > T-shirts & Tank tops > Short-sleeved,https://prod.files.sellpy.net/photoRobot-standard-huis-g-1/pTKqbZgudt-d67a-0.jpg
PtS13Q13zW,"{'size': 'WMN-INT-M', 'type': 'Maxi dress', 'brand': '157 skippy', 'color': ['Green'], 'pattern': 'Monochrome', 'material': ['Elastane', 'Polyester'], 'neckline': 'Round neck', 'condition': 'Good', 'demography': 'Women', 'sleeveLength': 'Short sleeves', 'garmentLength': 'Maxi'}",Clothing > Dresses > Dresses,https://prod.files.sellpy.net/photoRobot-standard-seger-g-4/PtS13Q13zW-dcc7-0.jpg
ptUWCjuP8t,"{'size': 'MEN-INT-S', 'type': 'Henley shirt', 'brand': 'Scotch & Soda', 'color': ['Blue'], 'defects': [{'id': '4750032120', 'type': 'Washed out'}], 'pattern': 'Monochrome', 'neckline': 'Round neck', 'condition': 'Acceptable', 'demography': 'Men', 'sleeveLength': 'Long sleeves'}",Clothing > T-shirts & Tank tops > Long-sleeved,https://prod.files.sellpy.net/photoRobot-standard-fotohof-g-1/ptUWCjuP8t-8e4b-0.jpg
PtVUsl6xHS,"{'size': 'WMN-EU-44', 'type': 'Skirt', 'brand': 'Frk', 'color': ['Black'], 'pattern': 'Monochrome', 'material': ['Polyamide', 'Viscose', 'Polyester', 'Elastane'], 'condition': 'Very good', 'demography': 'Women', 'measurement': {'waistInCm': 90}, 'garmentLength': 'Midi'}",Clothing > Skirts,https://prod.files.sellpy.net/photoRobot-hanging-coles-g-6/PtVUsl6xHS-8d59-0.jpg
